stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,timepoint
de:03353:8006484:1:1,,Winsen(Luhe),Gleis 1 HH,53.353766,10.207988,"0",de:03353:8006484,false
de:03353:8006484:2:4,,Winsen(Luhe),Gleis 4 LG,53.353031,10.209326,"0",de:03353:8006484,false
de:03353:8000056_G,,Buchholz (Nordheide),,53.324683,9.876266,"0",,false
de:03353:8000056:1:1,,Buchholz (Nordheide),Gleis 1+11,53.324534,9.87544,"0",de:03353:8000056,false
de:03353:8000056:1:11,,Buchholz (Nordheide),Gleis 1+11,53.324255,9.875027,"0",de:03353:8000056,false
de:03353:8000056:2:3,,Buchholz (Nordheide),Gleis 3+6,53.32462,9.875746,"0",de:03353:8000056,false
de:03353:8000056:2:6,,Buchholz (Nordheide),Gleis 3+6,53.324738,9.875701,"0",de:03353:8000056,false
de:03353:8000627_G,,Ashausen,,53.368693,10.145564,"0",,false
de:03353:8000627:1:3,,Ashausen,Gleis 3 HH,53.368942,10.145061,"0",de:03353:8000627,false
de:03353:8000627:2:4,,Ashausen,Gleis 4 LG,53.368562,10.145663,"0",de:03353:8000627,false
de:03353:8001258,,Büsenbachtal,,53.269595,9.858592,"0",,false
de:03353:8002575,,Handeloh,,53.241693,9.844711,"0",,false
de:03353:8002864:1:1,,Hittfeld,Bahn,53.403537,9.974453,"0",de:03353:8002864,false
de:03353:8002864:1:2,,Hittfeld,Bahn,53.403591,9.9743,"0",de:03353:8002864,false
de:03353:8002967,,Holm-Seppensen,,53.284812,9.870008,"0",,false
de:03353:8003309:1:1,,Klecken,Gleis 1 HB,53.3657,9.928693,"0",de:03353:8003309,false
de:03353:8003309:2:2,,Klecken,Gleis 2 HH,53.366739,9.929241,"0",de:03353:8003309,false
de:03353:8003906:1:1,,Maschen,Bahn,53.403253,10.066557,"0",de:03353:8003906,false
de:03353:8003906:1:2,,Maschen,Bahn,53.403184,10.066431,"0",de:03353:8003906,false
de:03353:8003929:1:1,,Meckelfeld,Bahn,53.424793,10.029403,"0",,false
de:03353:8003929:1:2,,Meckelfeld,Bahn,53.424708,10.029223,"0",,false
de:03353:51988:10:2,,Neu Wulmstorf,S-Bahn S1 Stade,53.473049,9.788196,"0",de:03353:51988,false
de:03353:51988:11:1,,Neu Wulmstorf,S-Bahn S1 Pinneberg,53.473011,9.788205,"0",de:03353:51988,false
de:03353:8005640:1:1,,Sprötze,Gleis 1,53.309245,9.811759,"0",de:03353:8005640,false
de:03353:8005640:2:2,,Sprötze,Gleis 2+3,53.309277,9.811912,"0",de:03353:8005640,false
de:03353:8005640:2:3,,Sprötze,Gleis 2+3,53.309207,9.81201,"0",de:03353:8005640,false
de:03353:8005717_G,,Stelle,,53.387699,10.109023,"0",,false
de:03353:8005717:1:1,,Stelle,Gleis 1 LG,53.387371,10.109559,"0",de:03353:8005717,false
de:03353:8005717:2:4,,Stelle,Gleis 4 HH,53.387473,10.109694,"0",de:03353:8005717,false
de:03353:8005788,,Suerhop,,53.315903,9.855154,"0",,false
de:03353:8005888:1:1,,Tostedt,Gleis 1 HB,53.271882,9.731602,"0",de:03353:8005888,false
de:03353:8005888:2:3,,Tostedt,Gleis 3+4,53.271855,9.731638,"0",de:03353:8005888,false
de:03353:8005888:2:4,,Tostedt,Gleis 3+4,53.271775,9.731746,"0",de:03353:8005888,false
de:03353:8006484_G,,Winsen(Luhe),,53.353839,10.207691,"0",,false
de:03353:8000627,,Ashausen,,53.368621,10.145869,"1",,false
de:03353:8000056,,Buchholz (Nordheide),,53.324684,9.875036,"1",,false
de:03353:8002864,,Hittfeld,,53.403537,9.974435,"1",,false
de:03353:8003309,,Klecken,,53.365951,9.928863,"1",,false
de:03353:8003906,,Maschen,,53.403767,10.06529,"1",,false
de:03353:51988,,Neu Wulmstorf,,53.473075,9.788708,"1",,false
de:03353:8005640,,Sprötze,,53.309449,9.812208,"1",,false
de:03353:8005717,,Stelle,,53.387676,10.109101,"1",,false
de:03353:8005888,,Tostedt,,53.271759,9.73136,"1",,false
de:03353:8006484,,Winsen(Luhe),,53.35376,10.207934,"1",,false
de:03353:40301::4030101,,"Holvede, Haselweg",,53.361674,9.625779,"0",,false
de:03353:40301::4030102,,"Holvede, Haselweg",,53.36158,9.62603,"0",,false
de:03353:46600::4660001,,"Halvesbostel, Breite Straße",,53.35816,9.607356,"0",,false
de:03353:46600::4660002,,"Halvesbostel, Breite Straße",,53.358105,9.607572,"0",,false
de:03353:46602::4660201,,"Halvesbostel, Sauensieker Weg",,53.358996,9.601312,"0",,false
de:03353:46602::4660202,,"Halvesbostel, Sauensieker Weg",,53.358916,9.601421,"0",,false
de:03353:46603::4660301,,"Halvesbostel, Unter den Eichen",,53.353598,9.601155,"0",,false
de:03353:46604::4660401,,"Halvesbostel, Zum Ahrensberg",,53.354787,9.597293,"0",,false
de:03353:46604::4660402,,"Halvesbostel, Zum Ahrensberg",,53.354735,9.597324,"0",,false
de:03353:60103::6010301,,"Heidenau, Zu den Höfen",,53.31439,9.643531,"0",,false
de:03353:60103::6010302,,"Heidenau, Zu den Höfen",,53.314464,9.643648,"0",,false
de:03353:60104::6010401,,"Heidenau, Neue Straße",,53.313664,9.655637,"0",,false
de:03353:60104::6010402,,"Heidenau, Neue Straße",,53.313618,9.655912,"0",,false
de:03353:60105::6010501,,"Heidenau, Büntberg",,53.324504,9.641947,"0",,false
de:03353:60106::6010601,,"Heidenau, Hollinde",,53.343616,9.635113,"0",,false
de:03353:60301::6030101,,"Dohren, Spritzenhaus",,53.304121,9.705323,"0",,false
de:03353:60301::6030102,,"Dohren, Spritzenhaus",,53.304259,9.705333,"0",,false
de:03353:60302::6030201,,"Dohren, Reddernweg",,53.303837,9.698373,"0",,false
de:03353:60302::6030202,,"Dohren, Reddernweg",,53.304447,9.699331,"0",,false
de:03353:62602::6260202,,"Otter, Denkmal",,53.23907,9.7425,"0",,false
de:03353:71205::7120501,,"Sahrendorf, Zur Sudermühle",,53.201953,10.027026,"0",,false
de:03353:71206::7120601,,"Schätzendorf, Feuerwehr",,53.205452,10.031466,"0",,false
de:03353:71301::7130101,,"Undeloh, Osterdiecksfeld",,53.197748,9.978078,"0",,false
de:03353:71401::7140101,,"Wesel, Am Höllenhoff",,53.228017,9.91945,"0",,false
de:03353:72200::7220001,,Bf. Handeloh (Vorplatz),,53.24181,9.84433,"0",,false
de:03353:72204::7220402,,"Inzmühlen, Voßwinkel",,53.238298,9.857902,"0",,false
de:03353:72400::7240001,,"Welle, Tostedter Straße",,53.240887,9.799939,"0",,false
de:03353:15500::7530201,,"Tostedt, Am Sande",,53.281343,9.712969,"0",,false
de:03353:15500::7530202,,"Tostedt, Am Sande",,53.281393,9.71286,"0",,false
de:03353:15503::7530401,,Bf. Tostedt,,53.271922,9.731144,"0",,false
de:03353:75316::7531601,,"Tostedt, Buchenweg",,53.274491,9.725095,"0",,false
de:03353:75316::7531602,,"Tostedt, Buchenweg",,53.274327,9.725515,"0",,false
de:03353:94003::9400301,,"Winsen, ZOB",,53.361963,10.208992,"0",,false
de:03353:94003::9400302,,"Winsen, ZOB",,53.36163,10.208548,"0",,false
de:03353:94005::9400501,,"Winsen, Bahnhofstraße",,53.357661,10.20606,"0",,false
de:03353:94005::9400502,,"Winsen, Bahnhofstraße",,53.357717,10.205949,"0",,false
de:03353:94010::9401001,,Bf. Winsen,,53.354295,10.207514,"0",,false
de:03353:94012::9401201,,"Winsen, Kirche",,53.364203,10.20677,"0",,false
de:03353:96409::9640901,,"Salzhausen, Schulzentrum",,53.21868,10.170022,"0",,false
de:03353:96501::9650101,,"Eyendorf, Am Berge",,53.204714,10.155892,"0",,false
de:03353:96801::9680102,,"Egestorf, Dorfpark",,53.200321,10.054404,"0",,false
de:03353:96803::9680301,,"Egestorf, Kirche",,53.19375,10.063287,"0",,false
de:03353:96803::9680302,,"Egestorf, Kirche",,53.194061,10.063215,"0",,false
de:03353:96806::9680601,,"Egestorf, Abzweigung Döhle",,53.173664,10.059366,"0",,false
de:03353:96806::9680602,,"Egestorf, Abzweigung Döhle",,53.174424,10.0599,"0",,false
de:03353:96904::9690401,,"Döhle, Parkplatz",,53.163794,10.036153,"0",,false
de:03353:19701::9700101,,"Evendorf, Soldbarg",,53.151719,10.066452,"0",,false
"000001550001",,"Tostedt, Am Sande",,53.280957,9.712263,"0",,false
"000001550002",,"Tostedt, Am Sande",,53.280957,9.712263,"0",,false
"000001666401",,"Wistedt, Sittenser Straße",,53.270554,9.68186,"0",,false
"000001666402",,"Wistedt, Sittenser Straße",,53.270681,9.681637,"0",,false
"000009898401",,"Kakenstorf, Rudolf-Steiner-Schule",,53.305465,9.755456,"0",,false
de:03353:60400::6040001,,"Wüstenhöfen, Abzweig Dohren",,53.295904,9.684377,"0",,false
de:03353:60400::6040002,,"Wüstenhöfen, Abzweig Dohren",,53.29592,9.68457,"0",,false
de:03353:8000056:70,,Buchholz (Nordheide),Brücke West,53.324314,9.873644,"3",de:03353:8000056,false
de:03353:8000056:71,,Buchholz (Nordheide),Brücke Ost,53.324738,9.877057,"3",de:03353:8000056,false
de:03353:8000056:80,,Buchholz (Nordheide),P+R Süd,53.323955,9.876105,"2",de:03353:8000056,false
de:03353:8000056:81,,Buchholz (Nordheide),P+R Nord,53.324979,9.875225,"2",de:03353:8000056,false
de:03353:8000056:82,,Buchholz (Nordheide),B+R Süd,53.324035,9.877444,"2",de:03353:8000056,false
de:03353:8000056:83,,Buchholz (Nordheide),B+R Nord,53.325113,9.876473,"2",de:03353:8000056,false
de:03353:8000056:84,,Buchholz (Nordheide),B+R Bushaltestelle,53.324486,9.876923,"2",de:03353:8000056,false
de:03353:8000056:90,,Buchholz (Nordheide),Eingang Südost,53.32403,9.877165,"2",de:03353:8000056,false
de:03353:8000056:91,,Buchholz (Nordheide),Eingang Nordost,53.325156,9.876932,"2",de:03353:8000056,false
de:03353:8000056:92,,Buchholz (Nordheide),Eingang Nordwest,53.324995,9.873446,"2",de:03353:8000056,false
de:03353:8000056:93,,Buchholz (Nordheide),Eingang Südwest,53.323557,9.873904,"2",de:03353:8000056,false
de:03353:8000056:94,,Buchholz (Nordheide),Eingang Bushaltestelle,53.324663,9.877147,"2",de:03353:8000056,false
de:03353:8000056:99:99,,Buchholz (Nordheide),Gleis 1+11,53.324684,9.876267,"0",de:03353:8000056,false
"000010000718",,Buchholz (Nordheide),Gleis 1+11,53.324706,9.876914,"0",de:03353:8000056,false
"000010000719",,Buchholz (Nordheide),Gleis 1+11,53.324867,9.876887,"0",de:03353:8000056,false
"000010000720",,Buchholz (Nordheide),Gleis 1+11,53.324352,9.876006,"0",de:03353:8000056,false
de:03353:8000627:70,,Ashausen,Unterführung,53.367956,10.148124,"3",de:03353:8000627,false
de:03353:8000627:80,,Ashausen,P+R,53.368958,10.148663,"2",de:03353:8000627,false
de:03353:8000627:81,,Ashausen,B+R Gleis 3,53.368262,10.14763,"2",de:03353:8000627,false
de:03353:8000627:82,,Ashausen,B+R Gleis 4,53.367886,10.147271,"2",de:03353:8000627,false
de:03353:8000627:90,,Ashausen,Eingang Gleis 3,53.368288,10.147513,"2",de:03353:8000627,false
de:03353:8000627:91,,Ashausen,Eingang Gleis 4,53.368112,10.147001,"2",de:03353:8000627,false
de:03353:8000627:99:99,,Ashausen,Gleis 3 HH,53.368696,10.145573,"0",de:03353:8000627,false
"000010002110",,Ashausen,Gleis 3 HH,53.368701,10.145932,"0",de:03353:8000627,false
"000010002111",,Ashausen,Gleis 3 HH,53.36853,10.145779,"0",de:03353:8000627,false
de:03353:8002864:70,,Hittfeld,Unterführung,53.403628,9.974471,"3",de:03353:8002864,false
de:03353:8002864:90,,Hittfeld,Eingang Ost,53.403494,9.975055,"2",de:03353:8002864,false
de:03353:8002864:91,,Hittfeld,Eingang West,53.403703,9.974138,"2",de:03353:8002864,false
de:03353:8002864:1:99,,Hittfeld,Bahn,53.403714,9.974525,"0",de:03353:8002864,false
"000010004807",,Hittfeld,Bahn,53.403553,9.974435,"0",de:03353:8002864,false
"000010004808",,Hittfeld,Bahn,53.40358,9.974345,"0",de:03353:8002864,false
de:03353:8003309:70,,Klecken,Brücke,53.366171,9.928944,"3",de:03353:8003309,false
de:03353:8003309:80,,Klecken,P+R,53.365732,9.928396,"2",de:03353:8003309,false
de:03353:8003309:90,,Klecken,Eingang Gleis 1,53.366278,9.928675,"2",de:03353:8003309,false
de:03353:8003309:91,,Klecken,Eingang Gleis 2,53.366203,9.929142,"2",de:03353:8003309,false
de:03353:8003309:99:99,,Klecken,Gleis 1 HB,53.366203,9.928917,"0",de:03353:8003309,false
"000010005408",,Klecken,Gleis 1 HB,53.366139,9.928836,"0",de:03353:8003309,false
000010005409_G,,Klecken,Gleis 1 HB,53.366348,9.929097,"0",de:03353:8003309,false
de:03353:8003906:70,,Maschen,Unterführung,53.404099,10.065308,"3",de:03353:8003906,false
de:03353:8003906:80,,Maschen,P+R,53.403992,10.066009,"2",de:03353:8003906,false
de:03353:8003906:90,,Maschen,Haupteingang,53.404174,10.065434,"2",de:03353:8003906,false
de:03353:8003906:1:99,,Maschen,Bahn,53.403816,10.065659,"0",de:03353:8003906,false
"000010006207",,Maschen,Bahn,53.403858,10.065623,"0",de:03353:8003906,false
"000010006208",,Maschen,Bahn,53.40381,10.06547,"0",de:03353:8003906,false
de:03353:8005640:70,,Sprötze,Unterführung,53.309852,9.81316,"3",de:03353:8005640,false
de:03353:8005640:80,,Sprötze,P+R,53.309503,9.811894,"2",de:03353:8005640,false
de:03353:8005640:90,,Sprötze,Eingang Nordost,53.309696,9.813358,"2",de:03353:8005640,false
de:03353:8005640:91,,Sprötze,Eingang Nordwest,53.309894,9.812693,"2",de:03353:8005640,false
de:03353:8005640:92,,Sprötze,Eingang Parkplatz,53.30932,9.81157,"2",de:03353:8005640,false
de:03353:8005640:99:99,,Sprötze,Gleis 1,53.309428,9.812253,"0",de:03353:8005640,false
"000010007710",,Sprötze,Gleis 1,53.309664,9.812513,"0",de:03353:8005640,false
"000010007711",,Sprötze,Gleis 1,53.30968,9.81272,"0",de:03353:8005640,false
"000010007712",,Sprötze,Gleis 1,53.309631,9.812792,"0",de:03353:8005640,false
de:03353:8005717:70,,Stelle,Unterführung,53.3878,10.109155,"3",de:03353:8005717,false
de:03353:8005717:80,,Stelle,P+R,53.38811,10.109577,"2",de:03353:8005717,false
de:03353:8005717:81,,Stelle,B+R,53.387516,10.108877,"2",de:03353:8005717,false
de:03353:8005717:90,,Stelle,Eingang Süd,53.387446,10.109029,"2",de:03353:8005717,false
de:03353:8005717:91,,Stelle,Eingang Nord,53.388003,10.109443,"2",de:03353:8005717,false
de:03353:8005717:99:99,,Stelle,Gleis 1 LG,53.387692,10.109029,"0",de:03353:8005717,false
"000010007809",,Stelle,Gleis 1 LG,53.387676,10.10894,"0",de:03353:8005717,false
"000010007810",,Stelle,Gleis 1 LG,53.387741,10.109155,"0",de:03353:8005717,false
de:03353:8005888:70,,Tostedt,Überführung,53.271689,9.73153,"3",de:03353:8005888,false
de:03353:8005888:80,,Tostedt,P+R,53.272328,9.73162,"2",de:03353:8005888,false
de:03353:8005888:81,,Tostedt,B+R,53.271759,9.731099,"2",de:03353:8005888,false
de:03353:8005888:83,,Tostedt,Taxi,53.272135,9.73118,"2",de:03353:8005888,false
de:03353:8005888:90,,Tostedt,Einhanh Nord,53.272022,9.731288,"2",de:03353:8005888,false
de:03353:8005888:91,,Tostedt,Eingang Süd,53.2717,9.732608,"2",de:03353:8005888,false
de:03353:8005888:99:99,,Tostedt,Gleis 1 HB,53.272049,9.732006,"0",de:03353:8005888,false
"000010008111",,Tostedt,Gleis 1 HB,53.271845,9.731476,"0",de:03353:8005888,false
"000010008112",,Tostedt,Gleis 1 HB,53.27171,9.73136,"0",de:03353:8005888,false
"000010008113",,Tostedt,Gleis 1 HB,53.271657,9.73144,"0",de:03353:8005888,false
de:03353:8006484:70,,Winsen(Luhe),Unetrführung,53.353401,10.20876,"3",de:03353:8006484,false
de:03353:8006484:80,,Winsen(Luhe),B+R,53.354071,10.208024,"2",de:03353:8006484,false
de:03353:8006484:81,,Winsen(Luhe),P+R,53.353986,10.208347,"2",de:03353:8006484,false
de:03353:8006484:90,,Winsen(Luhe),Haupteingang,53.354023,10.207709,"2",de:03353:8006484,false
de:03353:8006484:99:99,,Winsen(Luhe),Gleis 1 HH,53.353841,10.207691,"0",de:03353:8006484,false
"000010008708",,Winsen(Luhe),Gleis 1 HH,53.353948,10.20753,"0",de:03353:8006484,false
"000010008709",,Winsen(Luhe),Gleis 1 HH,53.35338,10.20876,"0",de:03353:8006484,false
"000010008710",,Winsen(Luhe),Gleis 1 HH,53.353283,10.208715,"0",de:03353:8006484,false
de:03353:15101::5100101,,"Eversen-Heide, K31",KVGMAS 5100101,53.4014,9.76033,"0",,false
de:03353:15101::5100102,,"Eversen-Heide, K31",KVGMAS 5100101,53.401711,9.760636,"0",,false
de:03353:15102::5100201,,"Eversen-Heide, Ohlenbütteler Stadtweg",,53.405411,9.771829,"0",,false
de:03353:15104::5100401,,"Elstorf, Am Hügel",KVGMAS 5100401,53.406333,9.781297,"0",,false
de:03353:15104::5100402,,"Elstorf, Am Hügel",KVGMAS 5100401,53.406413,9.780938,"0",,false
de:03353:15107::5100701,,"Elstorf, Am Kirchenwald",KVGMAS 5100701,53.405985,9.787774,"0",,false
de:03353:15107::5100702,,"Elstorf, Am Kirchenwald",KVGMAS 5100701,53.406076,9.787684,"0",,false
de:03353:15302::5300201,,"Rosenweide, Sinnenweg",,53.422133,10.115524,"0",,false
de:03353:15303::5300301,,"Rosenweide, Rosenweide 10",KVGMAS 5300301,53.420773,10.122468,"0",,false
de:03353:15303::5300302,,"Rosenweide, Rosenweide 10",KVGMAS 5300301,53.420944,10.122369,"0",,false
de:03353:15498::7530301,,"Tostedt, Denkmal",KVGMAS 7530301,53.281583,9.706665,"0",,false
de:03353:15498::7530302,,"Tostedt, Denkmal",KVGMAS 7530301,53.281438,9.706539,"0",,false
de:03353:15499::7531101,,"Tostedt, Schulzentrum",KVGMAS 7531101,53.271705,9.711588,"0",,false
de:03353:15499::11549902,,"Tostedt, Schulzentrum",KVGMAS 7531101,53.271839,9.711696,"0",,false
de:03353:15500::7530202_G,,"Tostedt, Am Sande",KVGMAS 7530201,53.281401,9.712872,"0",,false
de:03353:15500::7530201_G,,"Tostedt, Am Sande",KVGMAS 7530201,53.281358,9.712971,"0",,false
de:03353:15501::11550101,,"Tostedt, GS Poststraße",KVGMAS 7531001,53.278914,9.717463,"0",,false
de:03353:15501::11550102,,"Tostedt, GS Poststraße",EVM 155011,53.279204,9.716924,"0",,false
de:03353:15502::5500201,,"Drage, Krummer Weg",KVGMAS 5500201,53.406857,10.260449,"0",,false
de:03353:15502::5500202,,"Drage, Krummer Weg",KVGMAS 5500201,53.406686,10.259955,"0",,false
