AGS,Name,energy_industry_consumption_Erdgas_2003,energy_industry_consumption_Erdgas_2004,energy_industry_consumption_Erdgas_2005,energy_industry_consumption_Erdgas_2006,energy_industry_consumption_Erdgas_2007,energy_industry_consumption_Erdgas_2008,energy_industry_consumption_Erdgas_2009,energy_industry_consumption_Erdgas_2010,energy_industry_consumption_Erdgas_2011,energy_industry_consumption_Erdgas_2012,energy_industry_consumption_Erdgas_2013,energy_industry_consumption_Erdgas_2014,energy_industry_consumption_Erdgas_2015,energy_industry_consumption_Erdgas_2016,energy_industry_consumption_Erdgas_2017,energy_industry_consumption_Erdgas_2018,energy_industry_consumption_Erdgas_2019,energy_industry_consumption_Erdgas_2020,energy_industry_consumption_Erneuerbare Energien_2003,energy_industry_consumption_Erneuerbare Energien_2004,energy_industry_consumption_Erneuerbare Energien_2005,energy_industry_consumption_Erneuerbare Energien_2006,energy_industry_consumption_Erneuerbare Energien_2007,energy_industry_consumption_Erneuerbare Energien_2008,energy_industry_consumption_Erneuerbare Energien_2009,energy_industry_consumption_Erneuerbare Energien_2010,energy_industry_consumption_Erneuerbare Energien_2011,energy_industry_consumption_Erneuerbare Energien_2012,energy_industry_consumption_Erneuerbare Energien_2013,energy_industry_consumption_Erneuerbare Energien_2014,energy_industry_consumption_Erneuerbare Energien_2015,energy_industry_consumption_Erneuerbare Energien_2016,energy_industry_consumption_Erneuerbare Energien_2017,energy_industry_consumption_Erneuerbare Energien_2018,energy_industry_consumption_Erneuerbare Energien_2019,energy_industry_consumption_Erneuerbare Energien_2020,energy_industry_consumption_Heizöl_2003,energy_industry_consumption_Heizöl_2004,energy_industry_consumption_Heizöl_2005,energy_industry_consumption_Heizöl_2006,energy_industry_consumption_Heizöl_2007,energy_industry_consumption_Heizöl_2008,energy_industry_consumption_Heizöl_2009,energy_industry_consumption_Heizöl_2010,energy_industry_consumption_Heizöl_2011,energy_industry_consumption_Heizöl_2012,energy_industry_consumption_Heizöl_2013,energy_industry_consumption_Heizöl_2014,energy_industry_consumption_Heizöl_2015,energy_industry_consumption_Heizöl_2016,energy_industry_consumption_Heizöl_2017,energy_industry_consumption_Heizöl_2018,energy_industry_consumption_Heizöl_2019,energy_industry_consumption_Heizöl_2020,energy_industry_consumption_Kohle_2003,energy_industry_consumption_Kohle_2004,energy_industry_consumption_Kohle_2005,energy_industry_consumption_Kohle_2006,energy_industry_consumption_Kohle_2007,energy_industry_consumption_Kohle_2008,energy_industry_consumption_Kohle_2009,energy_industry_consumption_Kohle_2010,energy_industry_consumption_Kohle_2011,energy_industry_consumption_Kohle_2012,energy_industry_consumption_Kohle_2013,energy_industry_consumption_Kohle_2014,energy_industry_consumption_Kohle_2015,energy_industry_consumption_Kohle_2016,energy_industry_consumption_Kohle_2017,energy_industry_consumption_Kohle_2018,energy_industry_consumption_Kohle_2019,energy_industry_consumption_Kohle_2020,energy_industry_consumption_Sonstige Energieträger_2003,energy_industry_consumption_Sonstige Energieträger_2004,energy_industry_consumption_Sonstige Energieträger_2005,energy_industry_consumption_Sonstige Energieträger_2006,energy_industry_consumption_Sonstige Energieträger_2007,energy_industry_consumption_Sonstige Energieträger_2008,energy_industry_consumption_Sonstige Energieträger_2009,energy_industry_consumption_Sonstige Energieträger_2010,energy_industry_consumption_Sonstige Energieträger_2011,energy_industry_consumption_Sonstige Energieträger_2012,energy_industry_consumption_Sonstige Energieträger_2013,energy_industry_consumption_Sonstige Energieträger_2014,energy_industry_consumption_Sonstige Energieträger_2015,energy_industry_consumption_Sonstige Energieträger_2016,energy_industry_consumption_Sonstige Energieträger_2017,energy_industry_consumption_Sonstige Energieträger_2018,energy_industry_consumption_Sonstige Energieträger_2019,energy_industry_consumption_Sonstige Energieträger_2020,energy_industry_consumption_Strom_2003,energy_industry_consumption_Strom_2004,energy_industry_consumption_Strom_2005,energy_industry_consumption_Strom_2006,energy_industry_consumption_Strom_2007,energy_industry_consumption_Strom_2008,energy_industry_consumption_Strom_2009,energy_industry_consumption_Strom_2010,energy_industry_consumption_Strom_2011,energy_industry_consumption_Strom_2012,energy_industry_consumption_Strom_2013,energy_industry_consumption_Strom_2014,energy_industry_consumption_Strom_2015,energy_industry_consumption_Strom_2016,energy_industry_consumption_Strom_2017,energy_industry_consumption_Strom_2018,energy_industry_consumption_Strom_2019,energy_industry_consumption_Strom_2020,energy_industry_consumption_Wärme_2003,energy_industry_consumption_Wärme_2004,energy_industry_consumption_Wärme_2005,energy_industry_consumption_Wärme_2006,energy_industry_consumption_Wärme_2007,energy_industry_consumption_Wärme_2008,energy_industry_consumption_Wärme_2009,energy_industry_consumption_Wärme_2010,energy_industry_consumption_Wärme_2011,energy_industry_consumption_Wärme_2012,energy_industry_consumption_Wärme_2013,energy_industry_consumption_Wärme_2014,energy_industry_consumption_Wärme_2015,energy_industry_consumption_Wärme_2016,energy_industry_consumption_Wärme_2017,energy_industry_consumption_Wärme_2018,energy_industry_consumption_Wärme_2019,energy_industry_consumption_Wärme_2020,energy_industry_consumption_insgesamt_2003,energy_industry_consumption_insgesamt_2004,energy_industry_consumption_insgesamt_2005,energy_industry_consumption_insgesamt_2006,energy_industry_consumption_insgesamt_2007,energy_industry_consumption_insgesamt_2008,energy_industry_consumption_insgesamt_2009,energy_industry_consumption_insgesamt_2010,energy_industry_consumption_insgesamt_2011,energy_industry_consumption_insgesamt_2012,energy_industry_consumption_insgesamt_2013,energy_industry_consumption_insgesamt_2014,energy_industry_consumption_insgesamt_2015,energy_industry_consumption_insgesamt_2016,energy_industry_consumption_insgesamt_2017,energy_industry_consumption_insgesamt_2018,energy_industry_consumption_insgesamt_2019,energy_industry_consumption_insgesamt_2020,energy_industry_consumption_Anteil_Erneuerbar_2003,energy_industry_consumption_Anteil_Erneuerbar_2004,energy_industry_consumption_Anteil_Erneuerbar_2005,energy_industry_consumption_Anteil_Erneuerbar_2006,energy_industry_consumption_Anteil_Erneuerbar_2007,energy_industry_consumption_Anteil_Erneuerbar_2008,energy_industry_consumption_Anteil_Erneuerbar_2009,energy_industry_consumption_Anteil_Erneuerbar_2010,energy_industry_consumption_Anteil_Erneuerbar_2011,energy_industry_consumption_Anteil_Erneuerbar_2012,energy_industry_consumption_Anteil_Erneuerbar_2013,energy_industry_consumption_Anteil_Erneuerbar_2014,energy_industry_consumption_Anteil_Erneuerbar_2015,energy_industry_consumption_Anteil_Erneuerbar_2016,energy_industry_consumption_Anteil_Erneuerbar_2017,energy_industry_consumption_Anteil_Erneuerbar_2018,energy_industry_consumption_Anteil_Erneuerbar_2019,energy_industry_consumption_Anteil_Erneuerbar_2020
0,Deutschland,1013851318.0,1035523684.0,1042020106.0,1038921147.0,1067394684.0,1063796264.0,961175019.0,1083952519.0,1075942674.0,1063684518.0,1099527073.0,1095690677.0,1096973302.0,1150548251.0,1200185305.0,1187636506.0,1167025257.0,1168708514.0,59425545.0,84931606.0,101389083.0,101034069.0,140056029.0,124452387.0,125777195.0,165430843.0,144211778.0,135394986.0,128082398.0,132402188.0,128645829.0,135099495.0,130017425.0,151081505.0,151699797.0,153606273.0,285107207.0,269248048.0,332050567.0,315453665.0,279773855.0,242812373.0,236849409.0,196791159.0,176470876.0,160857557.0,133956498.0,103189450.0,93510272.0,115018532.0,98694549.0,91959592.0,55748523.0,61319731.0,660462603.0,838349544.0,715638646.0,749290655.0,832459933.0,757676887.0,584668190.0,747275543.0,727137389.0,646571224.0,646896357.0,646787152.0,667582711.0,696334777.0,693117316.0,606983716.0,574321596.0,583625959.0,418927983.0,443621664.0,400588448.0,602259640.0,827447483.0,860576582.0,860238943.0,953301626.0,1017351136.0,1035796186.0,973309878.0,1008961105.0,986242251.0,920301553.0,902009023.0,877968237.0,852781947.0,817011516.0,854459979.0,878001673.0,891448655.0,893774767.0,919395218.0,900703292.0,786335508.0,861805607.0,881346795.0,863715552.0,858406409.0,870805882.0,857814854.0,862570144.0,865648646.0,858650574.0,826122934.0,782184552.0,112208059.0,110378173.0,118128163.0,153365492.0,156783228.0,135513007.0,156942315.0,149737134.0,180978632.0,222777216.0,200972352.0,185658701.0,184788166.0,191411232.0,186259971.0,206658143.0,192864667.0,180652844.0,3404442694.0,3660054393.0,3601263668.0,3854099435.0,4223310430.0,4085530791.0,3711986578.0,4158294431.0,4203439280.0,4128797239.0,4041150964.0,4043495156.0,4015557385.0,4071283984.0,4075932235.0,3980938273.0,3820564721.0,3747109390.0,1.7455293080636005,2.3205011969886318,2.81537516680381,2.621470221616117,3.316261764826035,3.046174251682442,3.38840651379101,3.9783340440425876,3.430804357901894,3.2792839697013756,3.1694534339598603,3.274449032133328,3.2036854828809775,3.3183510541376178,3.1898819093100057,3.7951230247573347,3.970611887980107,4.099327161623109
1,Schleswig-Holstein,16719489.0,15952023.0,16495189.0,16249404.0,17288187.0,17596175.0,17799405.0,21590156.0,23296010.0,24336433.0,35905738.0,42590190.0,35313833.0,41693864.0,45060006.0,47898820.0,48346465.0,48197680.0,1280274.0,1190641.0,1160631.0,,1653981.0,743977.0,1157638.0,3456235.0,3398317.0,3166069.0,,,,,716324.0,3120944.0,2945832.0,,,,,,35014968.0,34337008.0,31380253.0,28582784.0,30476253.0,26052008.0,,,,,3517611.0,,,,,,,4937703.0,4086673.0,4019060.0,4009282.0,2647110.0,2722101.0,2782338.0,1938339.0,2084323.0,2193736.0,1703980.0,1729074.0,1840900.0,2073671.0,1807445.0,,10273828.0,11723606.0,14067174.0,14755066.0,15329196.0,12850108.0,11784033.0,10953918.0,6939647.0,9558644.0,9608198.0,10317591.0,10464437.0,10176789.0,,,,13319039.0,12932917.0,14790106.0,15609017.0,15371161.0,15330778.0,13550765.0,14719933.0,14901020.0,14593717.0,14693313.0,14604583.0,14071573.0,13938638.0,14133005.0,14327302.0,13918689.0,13831644.0,1940267.0,2114051.0,2115402.0,2709882.0,2344422.0,2289104.0,2299054.0,1119833.0,1531857.0,1978996.0,1981097.0,1500860.0,1585054.0,1712387.0,1661721.0,1634317.0,1590066.0,1576498.0,83687024.0,81179607.0,87779194.0,89321704.0,90514459.0,89645298.0,83046506.0,83900085.0,87279475.0,79849210.0,78442751.0,76824711.0,70868076.0,74605149.0,76994530.0,84792153.0,84793250.0,84646645.0,1.529835736541426,1.4666749988085062,1.3222165152256924,,1.8273113691150713,0.8299119045819894,1.3939635220776176,4.119465433199501,3.893603851306392,3.965059892264432,,,,,0.9303570006856332,3.6806990854448522,3.474135028436815,
2,Hamburg,20832851.0,22699813.0,19694204.0,22059252.0,21767977.0,21451180.0,18353140.0,21258040.0,19089141.0,21143763.0,24768918.0,26636038.0,25455507.0,26386161.0,27271250.0,27070845.0,25475210.0,25084342.0,,,,,,,,25897.0,15538.0,30650.0,,33291.0,33002.0,29248.0,30071.0,25474.0,25329.0,22948.0,4241159.0,3614282.0,3438669.0,4692194.0,3847091.0,2856001.0,4641228.0,4480917.0,4421357.0,2697828.0,2546774.0,,,,,,,,,,,,,,,866820.0,588467.0,843360.0,,,,,,,,,,,,28236824.0,29261899.0,,22585672.0,29341271.0,22652323.0,34511441.0,28383812.0,28187546.0,23891206.0,22281823.0,,19825303.0,,,20576430.0,20581487.0,20696212.0,13838930.0,17641761.0,20235819.0,16629318.0,20066527.0,19282735.0,19371992.0,19063286.0,19504418.0,19478577.0,19339375.0,19516228.0,18564504.0,18213155.0,18844978.0,3337282.0,2811886.0,3135980.0,3147012.0,2417812.0,2642352.0,2623936.0,1836579.0,2331533.0,2442908.0,2617712.0,,,,2329109.0,2600477.0,2598678.0,2582629.0,63702435.0,63775928.0,58898042.0,73009760.0,76010156.0,70997654.0,65680936.0,77876051.0,68381094.0,81041943.0,78254654.0,80127915.0,74164389.0,72944692.0,73025399.0,69760168.0,69005463.0,68928812.0,,,,,,,,0.03325412584158897,0.022722654890546208,0.037819922456696284,,0.041547318434530585,0.04449844520393743,0.04009613201190842,0.04117882327489919,0.036516540499157056,0.03670578951118696,0.03329231903779221
3,Niedersachsen,138240466.0,140664906.0,149429766.0,139171323.0,137855601.0,138242116.0,127744815.0,138032562.0,137875917.0,139777011.0,138137202.0,133381061.0,134268294.0,135892172.0,139284106.0,139874328.0,136279264.0,134338664.0,2636104.0,2801864.0,4895024.0,5397824.0,6476356.0,5802679.0,6729378.0,12254636.0,10590591.0,8678040.0,5570334.0,5948227.0,6325819.0,6310854.0,6223558.0,8030446.0,7448512.0,7191553.0,20904253.0,23393483.0,37366244.0,17035419.0,14954574.0,12428897.0,16719012.0,10982825.0,8433909.0,5753363.0,5066079.0,3978087.0,3196391.0,2935723.0,2288413.0,2584202.0,2602261.0,2699882.0,59897175.0,51663526.0,54093427.0,66148146.0,63347345.0,56839360.0,47303076.0,56606972.0,58917049.0,59808511.0,,,,,,,,,56034753.0,66749408.0,72277418.0,73001727.0,70226997.0,81880544.0,72502861.0,67700593.0,63717553.0,62486003.0,,,,,,,,,89883473.0,98370469.0,96409334.0,96042009.0,95163630.0,90757157.0,81465366.0,89459551.0,90061806.0,90478207.0,88632861.0,90745689.0,92083010.0,91380168.0,91248771.0,90623996.0,87363508.0,82896773.0,6057052.0,6324717.0,6755266.0,6707953.0,6477906.0,6576731.0,5972667.0,6245985.0,7374723.0,12080116.0,15290181.0,13557227.0,15288824.0,12728867.0,11824603.0,12561807.0,11738800.0,11211180.0,373653277.0,389968372.0,421226481.0,403504403.0,394502410.0,392527484.0,358437175.0,381283124.0,376971548.0,379061251.0,367689906.0,372672264.0,364087271.0,388932413.0,385125861.0,408814216.0,395684533.0,375779603.0,0.7054946824405878,0.7184849339525411,1.1620883825677617,1.3377360841338826,1.6416518215947022,1.4782860402203073,1.877421894087855,3.2140515088729704,2.8093873546127677,2.289350329823082,1.5149542886825944,1.5961013401308555,1.7374458004602966,1.6226094275151093,1.6159802885841519,1.9643265047319196,1.882436986739636,1.9137688534946906
4,Bremen,13797809.0,13427685.0,11900574.0,13503478.0,13513058.0,13553719.0,11043752.0,12617533.0,12022076.0,10645177.0,10836512.0,11448836.0,11030263.0,11834943.0,12759882.0,12618019.0,12465670.0,11031907.0,34877.0,490499.0,6297.0,763.0,1150.0,1840.0,2240.0,2489.0,2988.0,3132.0,2522.0,,,,,,,,5861780.0,4982588.0,1690868.0,2170069.0,1129342.0,616006.0,662846.0,843250.0,803926.0,555885.0,357550.0,276898.0,262927.0,201234.0,184186.0,170927.0,160586.0,151062.0,46192953.0,36661454.0,30145802.0,35312191.0,49984165.0,45827083.0,38323607.0,48579890.0,46749859.0,48449497.0,46807650.0,,,,,,,,5180819.0,6558664.0,4927467.0,6585334.0,6125118.0,5862770.0,5849588.0,7890111.0,7585110.0,8570765.0,6852924.0,,,,,,,,8420670.0,8598273.0,7914506.0,9008135.0,7647860.0,8433283.0,7376484.0,8711682.0,9162675.0,9277957.0,8647428.0,8826937.0,8744546.0,8926558.0,8606046.0,8626224.0,8158313.0,7328715.0,1353845.0,1208163.0,1107223.0,1054165.0,1067254.0,953556.0,876021.0,1089683.0,1061490.0,1081796.0,1066952.0,857434.0,917924.0,1057025.0,1021696.0,,958927.0,856333.0,80842753.0,71927325.0,57692737.0,67634136.0,79467947.0,75248256.0,64134538.0,79734638.0,77388123.0,78584209.0,74571537.0,83521541.0,90201810.0,95581780.0,86573968.0,90095005.0,87970728.0,78065512.0,0.043141776727964716,0.6819369412111461,0.010914718779939318,0.0011281285533092343,0.0014471243355512883,0.002445239395315687,0.0034926578873929054,0.0031216044399674826,0.003861057594070346,0.003985533531297617,0.003381987419677296,,,,,,,
5,Nordrhein-Westfalen,280706747.0,277470600.0,262584568.0,253509022.0,280604424.0,281770765.0,233367326.0,260285481.0,255619429.0,246453945.0,249439191.0,247047125.0,245748643.0,263120731.0,296192189.0,290542371.0,285097189.0,293049897.0,9107441.0,18098718.0,15050621.0,14104272.0,40098711.0,41247227.0,33637366.0,41976816.0,19359022.0,17402019.0,17792635.0,16960554.0,16617738.0,21041661.0,16922821.0,21845387.0,21783305.0,22217867.0,86653082.0,79730697.0,77048440.0,99866164.0,108809285.0,118211292.0,120927402.0,89543485.0,84319533.0,80694992.0,72764792.0,60179101.0,49293361.0,67777475.0,65685848.0,59429519.0,24851203.0,31856188.0,377786466.0,566289668.0,460832050.0,460431616.0,524056703.0,474571938.0,364058974.0,458170455.0,422904687.0,352347503.0,362921382.0,345245242.0,376955073.0,387389237.0,374015214.0,280380040.0,264760221.0,308002023.0,113377567.0,130344384.0,80850077.0,136832971.0,335476856.0,376237259.0,426009875.0,481710692.0,559385689.0,512322528.0,467013383.0,489837812.0,530037732.0,411159981.0,363364145.0,348563226.0,365756228.0,326512648.0,285031156.0,285546410.0,288369032.0,284439325.0,294344903.0,277804161.0,230213998.0,252886115.0,256537360.0,252493956.0,251436307.0,260039024.0,245547361.0,245576910.0,246368901.0,242008407.0,228604794.0,218995031.0,35279084.0,32144289.0,34993023.0,53239522.0,55917473.0,39280270.0,70406675.0,61323413.0,60619003.0,89594727.0,62420871.0,56798817.0,55097334.0,63257034.0,59699126.0,73412780.0,67331153.0,63204122.0,1187941544.0,1389624766.0,1219727812.0,1302422892.0,1639308354.0,1609122912.0,1478621615.0,1645896456.0,1658744723.0,1551309671.0,1483788561.0,1476107674.0,1519297241.0,1459323030.0,1422248243.0,1316181731.0,1258184093.0,1263837775.0,0.7666573364657074,1.3024176340852578,1.2339327554826633,1.0829256830967926,2.4460749499724685,2.563336006988632,2.274913720911621,2.550392270848902,1.1670886864970602,1.121763070604876,1.199135474397285,1.1490052046162589,1.093777935716004,1.4418782248643058,1.1898640819765807,1.6597546133239864,1.7313289145199833,1.757968264558321
6,Hessen,56040891.0,54025280.0,56202955.0,55773744.0,55253962.0,51777742.0,42261400.0,47347889.0,45268702.0,43913419.0,45268837.0,44386682.0,45211558.0,45997788.0,52409975.0,52357605.0,52305492.0,49665043.0,504128.0,671886.0,1491791.0,4433156.0,3986256.0,1756748.0,1465033.0,1417563.0,2852468.0,3829593.0,3558324.0,3006467.0,3600509.0,3632574.0,3373466.0,4953098.0,5045896.0,5199036.0,6106104.0,5959239.0,5872511.0,5910704.0,5310880.0,4308654.0,3897426.0,3452143.0,2969403.0,2831135.0,2375364.0,1867561.0,1784458.0,1755168.0,1743416.0,1482058.0,1881448.0,1870440.0,7378267.0,7484065.0,6246899.0,5846647.0,6269674.0,5979699.0,5408877.0,6199763.0,6160504.0,5890665.0,5554876.0,5407909.0,5602897.0,5593304.0,6059572.0,5919867.0,5063956.0,4431939.0,405596.0,565502.0,585073.0,3505090.0,4647701.0,7447804.0,3019920.0,6902628.0,6409114.0,6377157.0,6352294.0,6312148.0,6313514.0,6156238.0,6123991.0,4605830.0,4778063.0,4773024.0,42441632.0,42821245.0,42068267.0,42518616.0,43141672.0,42413770.0,35932440.0,40783748.0,42114197.0,40822671.0,40918375.0,40441277.0,39643103.0,39710334.0,39957714.0,39859481.0,38342920.0,35284492.0,14044400.0,14124065.0,14823693.0,14109162.0,13586104.0,15576410.0,15773828.0,17298295.0,19123682.0,20670478.0,21052307.0,20681552.0,21427542.0,21175736.0,19748503.0,19260963.0,18863739.0,17747266.0,126921018.0,125651281.0,127291189.0,132097120.0,132196250.0,129260826.0,107758924.0,123402029.0,124898071.0,124335120.0,125080378.0,122103596.0,123583582.0,124021143.0,129416637.0,128438901.0,126281513.0,118971241.0,0.397198200852754,0.5347227617997783,1.1719515009008203,3.35598232573125,3.0154077744262793,1.3590722374000612,1.3595467972564388,1.1487355690075405,2.2838367135389945,3.0800573482375695,2.8448299060944633,2.4622264196052015,2.9134201661188297,2.9289957438950553,2.606671041838307,3.8563846011108427,3.9957519355980478,4.369993921472165
7,Rheinland-Pfalz,109883817.0,110268525.0,122750141.0,118233948.0,116294564.0,120061711.0,127010817.0,150689542.0,150002453.0,142323592.0,150217332.0,148187847.0,150779717.0,157516553.0,152936877.0,150183576.0,150011411.0,159023942.0,882371.0,1213398.0,1923889.0,2292854.0,2724853.0,2836790.0,2807444.0,3302951.0,3372072.0,3637041.0,4050666.0,4599455.0,4960037.0,4719879.0,4500833.0,5192056.0,5290757.0,4985404.0,4986307.0,5487625.0,4573562.0,4277280.0,4284268.0,4347930.0,5313444.0,6079130.0,3000143.0,3507351.0,2833623.0,2106663.0,1940643.0,1990591.0,1950923.0,1801344.0,1717020.0,1549076.0,5859746.0,3848690.0,2656810.0,4310361.0,4760082.0,5035688.0,4108907.0,4449461.0,4347721.0,3757195.0,4151688.0,3553121.0,3155109.0,3301908.0,3376120.0,2993055.0,3266263.0,3092178.0,11508264.0,12198390.0,13354914.0,82777438.0,93332814.0,93567914.0,68531176.0,87054025.0,83940851.0,97419242.0,98020542.0,97235996.0,93143704.0,89029998.0,100310803.0,85173707.0,80140788.0,77421668.0,53995975.0,55394400.0,55369831.0,55807465.0,56901663.0,56217564.0,50487396.0,55344892.0,55580624.0,53080109.0,53727574.0,53344921.0,53705140.0,53901915.0,55162956.0,53636792.0,52903100.0,50701266.0,346180.0,337617.0,339544.0,17027872.0,18928130.0,18963350.0,11138432.0,6966801.0,8398131.0,8594940.0,8297739.0,7652569.0,7498603.0,8001829.0,8397124.0,8573937.0,8101655.0,6874801.0,187462660.0,188748644.0,200968691.0,284727218.0,297226375.0,301030947.0,269397617.0,313886801.0,308641995.0,312319469.0,321299164.0,316680572.0,315182953.0,318462673.0,326635636.0,307554468.0,301430994.0,303648336.0,0.470691603330498,0.6428644859562541,0.9573078226398958,0.805280933837523,0.9167601630238905,0.9423582619231504,1.0421190919443062,1.0522745746164714,1.0925512582952297,1.1645258656609716,1.2607147648849781,1.4523956966959124,1.5737009101504293,1.4820823286878586,1.3779369131664494,1.688174466709422,1.755213334166957,1.6418347835108835
8,"Baden-Württemberg, Land",77861672.0,80629839.0,83515275.0,83285920.0,86120305.0,87298024.0,77873772.0,82159648.0,79813967.0,78369730.0,81971318.0,84182911.0,83836800.0,87809892.0,89956402.0,87773655.0,86433307.0,82055115.0,13239095.0,13654711.0,14275619.0,15915930.0,16720276.0,16360096.0,14899880.0,16686668.0,17779076.0,16282130.0,15763182.0,16787940.0,16108348.0,17874432.0,17219630.0,22197733.0,22429392.0,24073261.0,31030978.0,27952643.0,27850647.0,27621506.0,25440326.0,24791759.0,21215180.0,18759568.0,16659625.0,14597299.0,13171140.0,8873388.0,9903981.0,8593529.0,7903955.0,7731725.0,7362408.0,6723926.0,14808994.0,12103455.0,13683098.0,12691814.0,13423228.0,11792483.0,8798483.0,12034365.0,12199508.0,8432657.0,7420248.0,9487477.0,9359373.0,8890126.0,9424145.0,8922598.0,8052240.0,8583706.0,41363027.0,37563437.0,38970759.0,49213734.0,47499290.0,48368057.0,49087993.0,46882217.0,49026319.0,48408550.0,45410351.0,49882112.0,44077274.0,52754194.0,54787753.0,47639980.0,47435597.0,46448617.0,101780923.0,103184936.0,105746974.0,106963181.0,111767505.0,108571526.0,93502838.0,103438301.0,105919118.0,102094296.0,99390383.0,99256855.0,98698434.0,98749034.0,99910250.0,100196315.0,96446163.0,89171716.0,14919410.0,16537911.0,17098351.0,14733384.0,13258379.0,13797927.0,14333774.0,14270264.0,14447732.0,16300489.0,17905433.0,15152253.0,14648534.0,14380309.0,14183371.0,14821158.0,13882408.0,13318087.0,295004100.0,291626932.0,301140723.0,310425468.0,314229309.0,310979874.0,279711919.0,294231032.0,295845344.0,284485152.0,281032055.0,283622935.0,276632743.0,289051516.0,293385506.0,289283163.0,282041515.0,270374428.0,4.487766441212173,4.682253078052476,4.740514287733845,5.127134091974696,5.321042792987843,5.260821476826504,5.32686631777032,5.671280791347664,6.009584521296371,5.7233672427304745,5.6090334606135945,5.919105237381455,5.823008449871026,6.183822263710251,5.869284490147922,7.673358093087498,7.952514366546358,8.903675239582938
9,Bayern,114188673.0,124835990.0,123680865.0,124605899.0,125987870.0,121952135.0,113348258.0,137071491.0,140412247.0,142719541.0,145303675.0,145756301.0,151730771.0,159795094.0,161551513.0,149135229.0,143901729.0,143194848.0,11395993.0,14993857.0,21374639.0,17074541.0,21545459.0,14010828.0,15147438.0,33664493.0,31369057.0,32804245.0,26546755.0,27294829.0,,,,,,,26975916.0,26936162.0,27217439.0,27748236.0,25985763.0,23193544.0,16738592.0,19404246.0,12300956.0,10863380.0,9971715.0,8536093.0,8523112.0,8925940.0,7819100.0,7518132.0,7046689.0,6700175.0,15876907.0,14952454.0,11594531.0,16093131.0,16521666.0,17026661.0,13055566.0,16181774.0,18097946.0,17012122.0,15829656.0,15773369.0,14653159.0,14688948.0,16417286.0,15657868.0,14562976.0,13662566.0,45748190.0,40298320.0,38110069.0,82522528.0,88071285.0,46276648.0,46672796.0,41372148.0,47686354.0,41764046.0,52612852.0,51104547.0,,,,,,,110013411.0,114694139.0,119276879.0,120449440.0,122501500.0,127336875.0,119090299.0,124762807.0,127620537.0,123132763.0,123311625.0,123339959.0,125250287.0,126267266.0,126837860.0,129023152.0,125986127.0,117112165.0,10365741.0,11106571.0,12974657.0,13445517.0,12103646.0,10818084.0,10607109.0,14745576.0,14783886.0,15949610.0,19210762.0,13659532.0,12966060.0,14295104.0,14223677.0,21260351.0,17672768.0,15917362.0,334564832.0,347817493.0,354229078.0,401939292.0,412717189.0,360614774.0,334660058.0,387202534.0,392270983.0,384245706.0,392787038.0,385464629.0,385857944.0,409735730.0,412178772.0,418436309.0,400461210.0,374945953.0,3.406213657268078,4.310840398127992,6.034128852629088,4.24803977611624,5.220392940794138,3.885261783534138,4.526216271677094,8.694285301345678,7.996782418137719,8.537309457922738,6.758561874946596,7.081020396296854,,,,,,
